iteracija,a,b,c,d,error
296,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
297,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
298,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
299,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
300,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
301,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
302,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
303,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
304,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
305,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
306,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
307,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
308,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
309,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
310,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
311,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
312,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
313,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
314,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
315,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
316,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
317,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
318,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
319,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
320,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
321,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
322,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
323,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
324,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
325,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
326,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
327,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
328,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
329,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
330,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
331,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
332,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
333,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
334,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
335,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
336,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
337,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
338,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
339,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
340,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
341,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
342,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
343,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
344,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
345,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
346,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
347,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
348,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
349,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
350,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
351,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
352,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
353,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
354,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
355,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
356,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
357,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
358,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
359,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
360,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
361,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
362,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
363,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
364,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
365,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
366,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
367,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
368,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
369,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
370,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
371,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
372,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
373,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
374,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
375,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
376,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
377,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
378,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
379,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
380,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
381,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
382,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
383,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
384,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
385,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
386,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
387,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
388,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
389,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
390,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
391,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
392,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
393,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
394,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
395,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
396,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
397,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
398,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
399,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
400,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
401,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
402,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
403,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
404,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
405,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
406,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
407,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
408,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
409,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
410,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
411,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
412,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
413,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
414,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
415,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
416,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
417,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
418,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
419,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
420,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
421,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
422,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
423,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
424,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
425,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
426,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
427,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
428,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
429,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
430,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
431,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
432,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
433,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
434,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
435,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
436,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
437,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
438,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
439,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
440,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
441,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
442,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
443,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
444,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
445,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
446,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
447,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
448,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
449,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
450,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
451,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
452,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
453,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
454,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
455,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
456,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
457,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
458,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
459,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
460,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
461,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
462,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
463,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
464,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
465,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
466,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
467,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
468,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
469,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
470,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
471,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
472,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
473,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
474,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
475,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
476,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
477,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
478,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
479,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
480,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
481,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
482,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
483,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
484,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
485,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
486,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
487,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
488,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
489,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
490,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
491,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
492,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
493,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
494,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
495,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
496,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
497,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
498,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
499,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
500,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
501,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
502,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
503,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
504,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
505,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
506,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
507,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
508,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
509,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
510,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
511,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
512,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
513,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
514,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
515,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
516,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
517,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
518,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
519,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
520,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
521,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
522,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
523,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
524,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
525,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
526,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
527,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
528,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
529,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
530,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
531,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
532,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
533,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
534,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
535,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
536,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
537,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
538,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
539,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
540,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
541,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
542,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
543,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
544,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
545,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
546,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
547,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
548,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
549,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
550,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
551,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
552,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
553,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
554,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
555,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
556,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
557,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
558,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
559,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
560,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
561,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
562,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
563,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
564,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
565,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
566,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
567,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
568,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
569,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
570,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
571,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
572,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
573,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
574,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
575,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
576,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
577,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
578,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
579,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
580,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
581,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
582,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
583,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
584,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
585,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
586,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
587,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
588,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
589,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
590,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
591,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
592,-15.751615808718816,-0.13052325206940607,2.561426525769207,-19.511059727650963,3.2131100083429174
